OrderNumber,Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,OrderQty,UnitPrice,UnitCost,CustomerID,ProductID,Region
ORD-10186,Online,WHS-01,2024-06-28,2024-06-29,2024-07-03,2024-07-05,315,26.32,17.13,CUST-0143,PRD-002,Marmara
ORD-10187,Online,WHS-04,2024-01-12,2024-01-12,2024-01-14,2024-01-20,598,76.97,52.1,CUST-0158,PRD-002,Ege
ORD-10188,Retail,WHS-03,2024-01-07,2024-01-10,2024-01-16,2024-01-25,403,42.69,35.22,CUST-0130,PRD-003,Akdeniz
ORD-10189,Retail,WHS-06,2024-09-22,2024-09-22,2024-09-24,2024-10-03,257,112.07,69.65,CUST-0270,PRD-001,Akdeniz
ORD-10190,Retail,WHS-06,2025-01-15,2025-01-18,2025-01-21,2025-01-24,29,65.11,54.97,CUST-0025,PRD-003,Ege
ORD-10191,Online,WHS-04,2024-05-07,2024-05-10,2024-05-15,2024-05-19,451,65.5,53.06,CUST-0254,PRD-002,Akdeniz
ORD-10192,Wholesale,WHS-03,2025-05-31,2025-06-02,2025-06-04,2025-06-14,349,15.42,9.36,CUST-0253,PRD-003,İç Anadolu
ORD-10193,Wholesale,WHS-01,2024-03-23,2024-03-23,2024-03-26,2024-03-31,333,80.3,63.7,CUST-0263,PRD-004,İç Anadolu
ORD-10194,Online,WHS-04,2025-07-05,2025-07-05,2025-07-10,2025-07-17,384,40.58,27.97,CUST-0124,PRD-002,Akdeniz
ORD-10195,Wholesale,WHS-02,2025-04-29,2025-05-02,2025-05-09,2025-05-22,487,43.64,32.58,CUST-0014,PRD-003,İç Anadolu
ORD-10196,Online,WHS-05,2025-05-24,2025-05-25,2025-05-31,2025-06-11,409,8.1,6.44,CUST-0138,PRD-003,Ege
ORD-10197,Retail,WHS-05,2024-01-13,2024-01-17,2024-01-19,2024-01-21,497,120.79,78.19,CUST-0173,PRD-004,Marmara
ORD-10198,Online,WHS-03,2025-01-29,2025-02-02,2025-02-06,2025-02-13,514,21.0,16.25,CUST-0252,PRD-002,Marmara
ORD-10199,Wholesale,WHS-01,2025-03-11,2025-03-15,2025-03-21,2025-03-31,25,91.34,76.72,CUST-0192,PRD-001,Marmara
ORD-10200,Online,WHS-01,2024-05-09,2024-05-12,2024-05-17,2024-05-18,14,93.77,74.77,CUST-0232,PRD-001,Marmara
ORD-10201,Wholesale,WHS-02,2024-07-18,2024-07-18,2024-07-25,2024-07-26,177,24.57,16.26,CUST-0087,PRD-001,Akdeniz
ORD-10202,Online,WHS-01,2024-02-12,2024-02-12,2024-02-17,2024-02-20,412,14.69,12.9,CUST-0148,PRD-001,İç Anadolu
ORD-10203,Retail,WHS-06,2025-03-11,2025-03-13,2025-03-20,2025-03-23,544,42.31,31.61,CUST-0261,PRD-002,Akdeniz
ORD-10204,Retail,WHS-02,2025-01-02,2025-01-05,2025-01-06,2025-01-14,364,68.57,51.85,CUST-0049,PRD-004,Ege
ORD-10205,Retail,WHS-04,2024-06-17,2024-06-17,2024-06-19,2024-06-26,194,93.18,72.19,CUST-0164,PRD-004,Ege
ORD-10206,Wholesale,WHS-02,2024-06-08,2024-06-11,2024-06-13,2024-06-24,526,48.95,30.37,CUST-0183,PRD-001,Ege
ORD-10207,Online,WHS-03,2024-05-03,2024-05-04,2024-05-05,2024-05-07,418,110.31,74.62,CUST-0174,PRD-001,Ege
ORD-10208,Online,WHS-03,2025-06-27,2025-06-27,2025-07-01,2025-07-10,534,65.21,52.71,CUST-0126,PRD-004,Ege
ORD-10209,Retail,WHS-06,2024-08-23,2024-08-25,2024-08-31,2024-09-06,239,35.43,25.2,CUST-0269,PRD-002,İç Anadolu
ORD-10210,Retail,WHS-05,2025-04-07,2025-04-10,2025-04-13,2025-04-15,467,67.23,42.94,CUST-0278,PRD-003,Marmara
ORD-10211,Online,WHS-05,2025-05-29,2025-05-31,2025-06-07,2025-06-20,34,102.74,70.5,CUST-0128,PRD-001,Marmara
ORD-10212,Wholesale,WHS-02,2025-08-06,2025-08-06,2025-08-10,2025-08-15,519,93.09,79.39,CUST-0224,PRD-004,Ege
ORD-10213,Retail,WHS-02,2025-04-17,2025-04-18,2025-04-23,2025-04-30,70,48.6,31.65,CUST-0086,PRD-002,İç Anadolu
ORD-10214,Retail,WHS-02,2024-01-12,2024-01-12,2024-01-18,2024-01-27,422,91.58,61.9,CUST-0243,PRD-003,Ege
ORD-10215,Wholesale,WHS-06,2024-07-29,2024-08-02,2024-08-04,2024-08-08,385,81.66,53.25,CUST-0227,PRD-002,Akdeniz
ORD-10216,Online,WHS-06,2025-02-08,2025-02-09,2025-02-15,2025-02-19,192,75.49,64.56,CUST-0119,PRD-003,Marmara
ORD-10217,Online,WHS-06,2024-12-01,2024-12-02,2024-12-09,2024-12-13,540,86.21,55.74,CUST-0159,PRD-004,İç Anadolu
ORD-10218,Wholesale,WHS-01,2024-07-29,2024-08-02,2024-08-06,2024-08-16,121,89.43,64.15,CUST-0173,PRD-004,İç Anadolu
ORD-10219,Retail,WHS-01,2025-04-25,2025-04-26,2025-05-03,2025-05-07,117,75.3,49.87,CUST-0118,PRD-001,İç Anadolu
ORD-10220,Online,WHS-01,2024-09-16,2024-09-19,2024-09-26,2024-10-07,403,55.94,35.74,CUST-0075,PRD-003,Ege
ORD-10221,Online,WHS-02,2025-05-19,2025-05-22,2025-05-27,2025-06-06,54,25.95,17.4,CUST-0254,PRD-002,Akdeniz
ORD-10222,Online,WHS-06,2025-07-16,2025-07-20,2025-07-23,2025-08-02,551,58.9,37.22,CUST-0049,PRD-001,Marmara
ORD-10223,Retail,WHS-05,2025-08-04,2025-08-05,2025-08-09,2025-08-16,299,57.08,42.23,CUST-0100,PRD-002,Akdeniz
ORD-10224,Online,WHS-06,2024-12-29,2025-01-01,2025-01-02,2025-01-06,552,7.63,6.01,CUST-0106,PRD-002,Ege
ORD-10225,Retail,WHS-04,2024-06-11,2024-06-14,2024-06-20,2024-06-28,404,84.15,61.95,CUST-0205,PRD-002,İç Anadolu
ORD-10226,Online,WHS-05,2024-09-06,2024-09-08,2024-09-09,2024-09-14,200,43.79,28.64,CUST-0070,PRD-003,Akdeniz
ORD-10227,Wholesale,WHS-02,2024-07-21,2024-07-24,2024-07-31,2024-08-07,430,103.15,67.09,CUST-0142,PRD-001,Akdeniz
ORD-10228,Online,WHS-02,2024-03-22,2024-03-26,2024-03-29,2024-04-05,309,65.06,39.79,CUST-0161,PRD-002,Marmara
ORD-10229,Online,WHS-04,2025-05-04,2025-05-04,2025-05-11,2025-05-17,293,52.25,44.25,CUST-0028,PRD-002,İç Anadolu
ORD-10230,Wholesale,WHS-01,2024-06-25,2024-06-25,2024-06-27,2024-07-03,498,54.21,39.37,CUST-0005,PRD-002,İç Anadolu
ORD-10231,Retail,WHS-01,2024-04-07,2024-04-09,2024-04-14,2024-04-21,90,41.18,26.79,CUST-0294,PRD-004,Ege
ORD-10232,Wholesale,WHS-02,2024-08-30,2024-08-30,2024-09-06,2024-09-11,536,69.8,45.86,CUST-0214,PRD-003,İç Anadolu
ORD-10233,Online,WHS-06,2025-01-15,2025-01-15,2025-01-17,2025-01-29,30,66.19,46.85,CUST-0248,PRD-002,Akdeniz
ORD-10234,Wholesale,WHS-04,2025-07-07,2025-07-10,2025-07-13,2025-07-19,440,51.73,38.88,CUST-0197,PRD-003,Marmara
ORD-10235,Wholesale,WHS-04,2024-01-08,2024-01-11,2024-01-15,2024-01-24,168,33.08,25.73,CUST-0047,PRD-003,Ege
ORD-10236,Retail,WHS-02,2025-04-12,2025-04-15,2025-04-17,2025-04-24,391,51.42,32.23,CUST-0040,PRD-002,Ege
ORD-10237,Online,WHS-04,2025-06-03,2025-06-07,2025-06-11,2025-06-22,264,105.96,64.89,CUST-0275,PRD-004,Marmara
ORD-10238,Online,WHS-04,2024-01-16,2024-01-16,2024-01-23,2024-02-05,537,76.68,59.39,CUST-0102,PRD-002,İç Anadolu
ORD-10239,Wholesale,WHS-03,2025-06-20,2025-06-22,2025-06-23,2025-06-27,386,54.69,33.43,CUST-0265,PRD-004,İç Anadolu
ORD-10240,Retail,WHS-02,2024-07-29,2024-08-01,2024-08-05,2024-08-14,399,106.39,72.6,CUST-0213,PRD-004,Ege
ORD-10241,Retail,WHS-06,2025-08-10,2025-08-13,2025-08-19,2025-08-29,281,15.71,13.47,CUST-0163,PRD-004,İç Anadolu
ORD-10242,Retail,WHS-01,2024-12-03,2024-12-04,2024-12-07,2024-12-16,283,67.39,51.57,CUST-0108,PRD-003,İç Anadolu
ORD-10243,Retail,WHS-03,2024-10-15,2024-10-18,2024-10-23,2024-10-25,70,32.11,28.62,CUST-0047,PRD-003,İç Anadolu
ORD-10244,Retail,WHS-01,2024-05-03,2024-05-03,2024-05-10,2024-05-17,195,48.21,30.53,CUST-0294,PRD-003,Akdeniz
ORD-10245,Wholesale,WHS-05,2024-11-08,2024-11-12,2024-11-17,2024-11-21,464,34.77,22.46,CUST-0252,PRD-001,İç Anadolu
ORD-10246,Wholesale,WHS-02,2024-09-07,2024-09-09,2024-09-16,2024-09-27,358,52.55,38.53,CUST-0100,PRD-001,İç Anadolu
ORD-10247,Retail,WHS-03,2025-06-25,2025-06-27,2025-07-01,2025-07-02,285,41.53,36.61,CUST-0102,PRD-003,İç Anadolu
ORD-10248,Retail,WHS-01,2025-03-01,2025-03-03,2025-03-04,2025-03-16,177,116.21,77.21,CUST-0251,PRD-004,İç Anadolu
ORD-10249,Wholesale,WHS-01,2025-02-01,2025-02-05,2025-02-10,2025-02-14,469,26.07,23.14,CUST-0089,PRD-002,Akdeniz
ORD-10250,Wholesale,WHS-05,2024-11-29,2024-11-29,2024-12-03,2024-12-14,72,112.2,70.79,CUST-0125,PRD-002,İç Anadolu
ORD-10251,Retail,WHS-01,2024-05-06,2024-05-10,2024-05-16,2024-05-17,436,10.86,7.6,CUST-0064,PRD-002,Akdeniz
ORD-10252,Retail,WHS-05,2024-11-20,2024-11-23,2024-11-28,2024-12-01,205,107.98,73.22,CUST-0216,PRD-004,İç Anadolu
ORD-10253,Online,WHS-05,2025-03-06,2025-03-09,2025-03-15,2025-03-27,178,90.72,63.04,CUST-0026,PRD-004,İç Anadolu
ORD-10254,Online,WHS-06,2025-06-16,2025-06-18,2025-06-24,2025-06-28,509,71.88,57.7,CUST-0028,PRD-004,Akdeniz
ORD-10255,Retail,WHS-04,2025-08-01,2025-08-04,2025-08-06,2025-08-14,166,66.43,40.47,CUST-0072,PRD-003,Marmara
ORD-10256,Retail,WHS-06,2025-07-26,2025-07-29,2025-08-04,2025-08-14,287,19.63,15.5,CUST-0093,PRD-001,Ege
ORD-10257,Online,WHS-03,2024-05-21,2024-05-23,2024-05-28,2024-06-01,53,6.89,5.57,CUST-0043,PRD-004,Akdeniz
ORD-10258,Online,WHS-02,2024-12-06,2024-12-10,2024-12-11,2024-12-21,367,10.56,8.33,CUST-0037,PRD-001,İç Anadolu
ORD-10259,Online,WHS-01,2025-07-24,2025-07-24,2025-07-31,2025-08-13,498,94.53,79.46,CUST-0046,PRD-001,Akdeniz
ORD-10260,Online,WHS-04,2024-11-27,2024-12-01,2024-12-06,2024-12-19,272,71.02,55.6,CUST-0090,PRD-003,İç Anadolu
ORD-10261,Retail,WHS-05,2024-06-01,2024-06-03,2024-06-09,2024-06-16,435,13.62,9.46,CUST-0146,PRD-002,Akdeniz
ORD-10262,Retail,WHS-01,2025-02-23,2025-02-24,2025-03-01,2025-03-04,416,73.82,46.22,CUST-0243,PRD-003,İç Anadolu
ORD-10263,Online,WHS-02,2024-04-14,2024-04-15,2024-04-17,2024-04-20,270,50.92,42.66,CUST-0201,PRD-001,İç Anadolu
ORD-10264,Wholesale,WHS-04,2024-03-24,2024-03-26,2024-03-31,2024-04-02,391,53.85,45.05,CUST-0081,PRD-001,İç Anadolu
ORD-10265,Retail,WHS-04,2024-08-22,2024-08-22,2024-08-29,2024-09-11,361,20.15,14.23,CUST-0223,PRD-001,İç Anadolu
ORD-10266,Wholesale,WHS-01,2024-10-03,2024-10-05,2024-10-07,2024-10-11,433,32.89,25.65,CUST-0122,PRD-002,Ege
ORD-10267,Retail,WHS-03,2024-06-04,2024-06-07,2024-06-14,2024-06-23,67,19.77,12.42,CUST-0160,PRD-002,İç Anadolu
ORD-10268,Wholesale,WHS-01,2025-01-14,2025-01-14,2025-01-21,2025-01-23,444,25.47,17.42,CUST-0056,PRD-001,Ege
ORD-10269,Online,WHS-04,2024-07-20,2024-07-23,2024-07-25,2024-08-06,423,35.38,30.55,CUST-0126,PRD-003,İç Anadolu
ORD-10270,Online,WHS-01,2025-07-29,2025-08-02,2025-08-04,2025-08-08,444,107.63,79.1,CUST-0113,PRD-001,Ege
ORD-10271,Retail,WHS-05,2025-01-10,2025-01-12,2025-01-15,2025-01-26,561,38.58,33.82,CUST-0234,PRD-003,Ege
ORD-10272,Retail,WHS-06,2024-05-04,2024-05-08,2024-05-14,2024-05-24,489,89.06,67.66,CUST-0124,PRD-001,İç Anadolu
ORD-10273,Wholesale,WHS-06,2024-07-19,2024-07-19,2024-07-24,2024-08-06,63,102.25,77.09,CUST-0109,PRD-004,Akdeniz
ORD-10274,Retail,WHS-04,2024-06-13,2024-06-13,2024-06-14,2024-06-27,369,97.05,62.14,CUST-0042,PRD-002,Marmara
ORD-10275,Online,WHS-03,2025-05-11,2025-05-15,2025-05-21,2025-06-02,537,109.68,77.48,CUST-0092,PRD-003,Ege
ORD-10276,Online,WHS-03,2024-04-20,2024-04-21,2024-04-24,2024-04-28,439,96.11,63.68,CUST-0104,PRD-002,Marmara
ORD-10277,Online,WHS-02,2024-06-13,2024-06-17,2024-06-21,2024-06-26,168,86.91,73.02,CUST-0091,PRD-001,İç Anadolu
ORD-10278,Retail,WHS-03,2025-07-12,2025-07-15,2025-07-21,2025-07-26,399,53.16,46.2,CUST-0184,PRD-004,Ege
ORD-10279,Online,WHS-06,2025-06-07,2025-06-07,2025-06-10,2025-06-13,308,18.28,12.03,CUST-0070,PRD-003,Ege
ORD-10280,Wholesale,WHS-02,2024-04-11,2024-04-13,2024-04-14,2024-04-22,411,47.28,33.99,CUST-0249,PRD-003,Akdeniz
ORD-10281,Retail,WHS-01,2024-03-22,2024-03-25,2024-03-28,2024-04-01,369,67.14,40.74,CUST-0116,PRD-001,İç Anadolu
ORD-10282,Online,WHS-01,2024-05-26,2024-05-28,2024-05-31,2024-06-05,17,96.31,77.86,CUST-0208,PRD-002,Marmara
ORD-10283,Retail,WHS-05,2025-07-19,2025-07-20,2025-07-22,2025-07-27,208,82.82,65.33,CUST-0184,PRD-002,Ege
ORD-10284,Online,WHS-06,2024-06-11,2024-06-13,2024-06-15,2024-06-23,117,13.16,11.74,CUST-0067,PRD-001,İç Anadolu
ORD-10285,Online,WHS-05,2025-07-02,2025-07-06,2025-07-11,2025-07-23,132,104.36,65.69,CUST-0035,PRD-002,Marmara
ORD-10286,Wholesale,WHS-01,2025-01-18,2025-01-21,2025-01-27,2025-02-02,79,36.73,31.16,CUST-0188,PRD-001,Ege
ORD-10287,Online,WHS-02,2025-07-26,2025-07-28,2025-07-31,2025-08-06,532,66.23,56.13,CUST-0162,PRD-002,Marmara
ORD-10288,Retail,WHS-04,2025-03-25,2025-03-26,2025-03-31,2025-04-08,115,32.86,20.83,CUST-0215,PRD-002,Ege
ORD-10289,Retail,WHS-03,2024-08-18,2024-08-22,2024-08-29,2024-08-30,237,24.41,21.45,CUST-0053,PRD-003,Ege
ORD-10290,Online,WHS-01,2024-01-31,2024-01-31,2024-02-07,2024-02-14,548,55.36,38.7,CUST-0054,PRD-004,Ege
ORD-10291,Retail,WHS-06,2025-02-15,2025-02-18,2025-02-23,2025-03-03,26,55.92,47.25,CUST-0059,PRD-003,Ege
ORD-10292,Retail,WHS-04,2024-10-16,2024-10-17,2024-10-19,2024-10-30,565,32.28,28.82,CUST-0154,PRD-002,İç Anadolu
ORD-10293,Retail,WHS-06,2024-12-08,2024-12-09,2024-12-10,2024-12-16,329,87.9,75.53,CUST-0156,PRD-003,Marmara
ORD-10294,Online,WHS-01,2024-05-16,2024-05-18,2024-05-20,2024-06-01,456,102.2,64.17,CUST-0141,PRD-003,İç Anadolu
ORD-10295,Online,WHS-06,2025-07-21,2025-07-24,2025-07-27,2025-08-01,405,78.11,56.53,CUST-0217,PRD-004,Akdeniz
ORD-10296,Wholesale,WHS-02,2024-01-23,2024-01-27,2024-02-01,2024-02-12,17,23.72,18.71,CUST-0011,PRD-001,İç Anadolu
ORD-10297,Wholesale,WHS-01,2025-06-16,2025-06-19,2025-06-22,2025-06-25,297,11.29,8.61,CUST-0028,PRD-004,Ege
ORD-10298,Online,WHS-03,2025-05-10,2025-05-11,2025-05-17,2025-05-20,240,8.22,5.22,CUST-0013,PRD-002,İç Anadolu
ORD-10299,Online,WHS-05,2024-01-31,2024-02-01,2024-02-02,2024-02-11,170,64.13,40.42,CUST-0100,PRD-001,Akdeniz
ORD-10300,Wholesale,WHS-05,2024-06-10,2024-06-10,2024-06-17,2024-06-21,278,98.65,60.28,CUST-0149,PRD-004,Marmara
ORD-10301,Retail,WHS-06,2024-12-21,2024-12-25,2024-12-29,2025-01-09,231,85.62,55.01,CUST-0054,PRD-002,Marmara
ORD-10302,Online,WHS-04,2024-02-22,2024-02-23,2024-02-29,2024-03-13,106,34.25,30.3,CUST-0138,PRD-003,İç Anadolu
ORD-10303,Online,WHS-03,2024-01-17,2024-01-20,2024-01-26,2024-01-30,540,94.09,59.36,CUST-0188,PRD-002,İç Anadolu
ORD-10304,Retail,WHS-01,2024-04-28,2024-05-01,2024-05-08,2024-05-09,108,23.39,14.86,CUST-0181,PRD-002,Akdeniz
ORD-10305,Wholesale,WHS-06,2025-02-24,2025-02-28,2025-03-01,2025-03-02,59,57.2,43.85,CUST-0126,PRD-004,Marmara
ORD-10306,Wholesale,WHS-05,2024-08-15,2024-08-17,2024-08-18,2024-08-29,229,64.3,50.46,CUST-0045,PRD-002,Akdeniz
ORD-10307,Wholesale,WHS-04,2024-07-13,2024-07-17,2024-07-18,2024-07-31,230,62.63,41.31,CUST-0218,PRD-004,Akdeniz
ORD-10308,Retail,WHS-01,2025-03-09,2025-03-11,2025-03-18,2025-03-30,282,40.2,32.43,CUST-0199,PRD-002,İç Anadolu
ORD-10309,Online,WHS-02,2025-01-28,2025-01-30,2025-02-04,2025-02-07,271,110.02,78.62,CUST-0068,PRD-003,Marmara
ORD-10310,Wholesale,WHS-04,2025-05-05,2025-05-05,2025-05-06,2025-05-10,106,36.68,26.79,CUST-0047,PRD-003,İç Anadolu
ORD-10311,Online,WHS-06,2024-01-05,2024-01-08,2024-01-12,2024-01-21,463,11.18,8.34,CUST-0226,PRD-003,Ege
ORD-10312,Online,WHS-02,2025-07-11,2025-07-15,2025-07-21,2025-07-27,578,89.34,65.52,CUST-0202,PRD-002,Marmara
ORD-10313,Online,WHS-06,2025-06-01,2025-06-05,2025-06-09,2025-06-22,239,66.29,55.58,CUST-0050,PRD-003,İç Anadolu
ORD-10314,Wholesale,WHS-04,2025-08-04,2025-08-04,2025-08-08,2025-08-11,256,119.19,79.61,CUST-0090,PRD-002,Akdeniz
ORD-10315,Online,WHS-04,2024-12-22,2024-12-22,2024-12-24,2024-12-27,315,23.72,21.05,CUST-0260,PRD-004,İç Anadolu
ORD-10316,Wholesale,WHS-05,2024-05-04,2024-05-05,2024-05-06,2024-05-17,249,124.84,76.47,CUST-0008,PRD-001,İç Anadolu
ORD-10317,Retail,WHS-06,2025-05-09,2025-05-09,2025-05-12,2025-05-19,597,24.42,17.2,CUST-0093,PRD-002,Akdeniz
ORD-10318,Online,WHS-05,2025-07-01,2025-07-05,2025-07-09,2025-07-21,259,65.08,52.58,CUST-0252,PRD-004,Ege
ORD-10319,Retail,WHS-03,2024-06-03,2024-06-03,2024-06-08,2024-06-11,177,17.68,13.89,CUST-0248,PRD-003,Ege
ORD-10320,Wholesale,WHS-02,2024-05-08,2024-05-08,2024-05-13,2024-05-20,408,98.93,61.57,CUST-0113,PRD-003,İç Anadolu
ORD-10321,Wholesale,WHS-02,2024-01-17,2024-01-18,2024-01-23,2024-01-27,95,56.75,36.17,CUST-0257,PRD-002,Ege
ORD-10322,Retail,WHS-05,2024-09-22,2024-09-24,2024-09-27,2024-10-06,109,36.03,22.15,CUST-0278,PRD-002,Akdeniz
ORD-10323,Online,WHS-01,2025-08-02,2025-08-06,2025-08-09,2025-08-17,103,46.14,29.48,CUST-0109,PRD-004,Marmara
ORD-10324,Wholesale,WHS-02,2025-02-08,2025-02-11,2025-02-18,2025-02-28,88,51.99,42.32,CUST-0221,PRD-004,Akdeniz
ORD-10325,Online,WHS-03,2025-07-11,2025-07-14,2025-07-20,2025-07-29,479,16.48,10.18,CUST-0195,PRD-003,Akdeniz
ORD-10326,Wholesale,WHS-05,2025-06-19,2025-06-20,2025-06-24,2025-06-27,294,99.37,70.69,CUST-0248,PRD-004,Akdeniz
ORD-10327,Wholesale,WHS-05,2024-09-10,2024-09-14,2024-09-20,2024-09-29,513,50.62,36.24,CUST-0138,PRD-004,Marmara
ORD-10328,Wholesale,WHS-06,2024-11-12,2024-11-15,2024-11-18,2024-11-21,346,97.46,59.7,CUST-0038,PRD-003,Marmara
ORD-10329,Wholesale,WHS-04,2024-06-17,2024-06-21,2024-06-26,2024-07-03,310,112.17,72.2,CUST-0112,PRD-003,İç Anadolu
ORD-10330,Wholesale,WHS-06,2025-01-16,2025-01-18,2025-01-25,2025-01-31,555,32.83,21.54,CUST-0149,PRD-004,Marmara
ORD-10331,Online,WHS-03,2024-07-20,2024-07-22,2024-07-24,2024-08-02,484,10.31,8.18,CUST-0048,PRD-004,İç Anadolu
ORD-10332,Wholesale,WHS-01,2024-04-11,2024-04-11,2024-04-12,2024-04-21,567,52.79,32.7,CUST-0088,PRD-002,İç Anadolu
ORD-10333,Wholesale,WHS-03,2024-01-01,2024-01-02,2024-01-09,2024-01-22,317,39.56,25.56,CUST-0073,PRD-001,Ege
ORD-10334,Retail,WHS-06,2024-11-03,2024-11-07,2024-11-10,2024-11-11,579,92.01,62.35,CUST-0109,PRD-003,Akdeniz
ORD-10335,Online,WHS-01,2025-04-18,2025-04-21,2025-04-25,2025-04-27,373,10.78,6.89,CUST-0078,PRD-002,İç Anadolu
ORD-10336,Online,WHS-06,2024-11-10,2024-11-14,2024-11-17,2024-11-23,172,12.32,8.88,CUST-0283,PRD-004,Ege
ORD-10337,Retail,WHS-05,2025-04-27,2025-04-29,2025-05-03,2025-05-14,559,84.11,69.9,CUST-0151,PRD-002,Akdeniz
ORD-10338,Retail,WHS-03,2025-06-02,2025-06-04,2025-06-06,2025-06-13,599,65.19,52.1,CUST-0124,PRD-001,Marmara
ORD-10339,Online,WHS-04,2025-07-18,2025-07-20,2025-07-25,2025-08-05,144,66.93,51.6,CUST-0057,PRD-004,Ege
ORD-10340,Retail,WHS-05,2024-02-28,2024-02-28,2024-03-05,2024-03-07,493,73.12,56.41,CUST-0047,PRD-003,Ege
ORD-10341,Online,WHS-05,2025-01-25,2025-01-27,2025-02-02,2025-02-15,408,32.73,25.84,CUST-0202,PRD-001,Akdeniz
ORD-10342,Online,WHS-02,2024-07-20,2024-07-20,2024-07-22,2024-07-28,574,18.01,13.5,CUST-0082,PRD-002,Ege
ORD-10343,Online,WHS-01,2024-07-22,2024-07-24,2024-07-27,2024-08-06,102,52.05,41.23,CUST-0124,PRD-004,İç Anadolu
ORD-10344,Retail,WHS-06,2024-06-02,2024-06-04,2024-06-11,2024-06-18,223,17.33,10.67,CUST-0041,PRD-002,Ege
ORD-10345,Wholesale,WHS-04,2025-01-01,2025-01-02,2025-01-08,2025-01-13,138,35.21,23.82,CUST-0048,PRD-002,İç Anadolu
ORD-10346,Online,WHS-03,2024-02-28,2024-03-02,2024-03-04,2024-03-17,456,89.4,76.01,CUST-0266,PRD-001,Akdeniz
ORD-10347,Wholesale,WHS-03,2025-07-13,2025-07-17,2025-07-20,2025-07-28,418,74.85,56.01,CUST-0068,PRD-003,Ege
ORD-10348,Online,WHS-01,2024-03-23,2024-03-23,2024-03-25,2024-03-29,77,82.94,67.99,CUST-0288,PRD-002,Akdeniz
ORD-10349,Retail,WHS-01,2025-01-04,2025-01-06,2025-01-12,2025-01-14,423,83.57,71.75,CUST-0271,PRD-004,Ege
ORD-10350,Online,WHS-03,2024-09-04,2024-09-07,2024-09-08,2024-09-19,381,82.48,55.3,CUST-0168,PRD-003,Marmara
ORD-10351,Online,WHS-05,2024-04-20,2024-04-23,2024-04-30,2024-05-01,370,31.67,25.31,CUST-0296,PRD-003,İç Anadolu
ORD-10352,Online,WHS-02,2024-11-09,2024-11-09,2024-11-12,2024-11-14,308,47.64,29.98,CUST-0127,PRD-003,İç Anadolu
ORD-10353,Wholesale,WHS-05,2025-01-21,2025-01-22,2025-01-28,2025-01-29,498,52.79,32.83,CUST-0107,PRD-001,Akdeniz
ORD-10354,Wholesale,WHS-01,2025-07-02,2025-07-02,2025-07-04,2025-07-12,191,56.82,39.08,CUST-0123,PRD-004,Akdeniz
ORD-10355,Retail,WHS-02,2025-02-23,2025-02-24,2025-02-28,2025-03-11,553,85.64,63.8,CUST-0063,PRD-002,Akdeniz
ORD-10356,Wholesale,WHS-02,2024-07-23,2024-07-26,2024-08-01,2024-08-08,577,45.64,40.21,CUST-0207,PRD-001,Marmara
ORD-10357,Wholesale,WHS-03,2024-04-30,2024-04-30,2024-05-06,2024-05-12,345,19.71,17.03,CUST-0202,PRD-004,Ege
ORD-10358,Online,WHS-02,2024-10-29,2024-11-01,2024-11-04,2024-11-07,73,9.02,5.6,CUST-0283,PRD-004,İç Anadolu
ORD-10359,Retail,WHS-01,2024-03-01,2024-03-02,2024-03-06,2024-03-14,157,82.85,67.11,CUST-0055,PRD-004,Marmara
ORD-10360,Online,WHS-04,2024-06-25,2024-06-26,2024-06-28,2024-07-05,101,46.21,28.9,CUST-0006,PRD-003,Ege
ORD-10361,Online,WHS-03,2025-02-28,2025-03-04,2025-03-06,2025-03-13,469,42.12,30.86,CUST-0214,PRD-001,İç Anadolu
ORD-10362,Online,WHS-05,2025-07-11,2025-07-14,2025-07-21,2025-07-28,49,19.51,17.4,CUST-0134,PRD-004,İç Anadolu
ORD-10363,Retail,WHS-06,2024-10-15,2024-10-15,2024-10-21,2024-11-01,420,89.62,71.81,CUST-0138,PRD-003,Ege
ORD-10364,Wholesale,WHS-04,2024-08-21,2024-08-24,2024-08-27,2024-09-03,251,29.38,23.28,CUST-0118,PRD-003,Ege
ORD-10365,Retail,WHS-04,2025-08-06,2025-08-08,2025-08-13,2025-08-22,179,97.35,61.54,CUST-0195,PRD-002,Akdeniz
ORD-10366,Wholesale,WHS-02,2024-12-19,2024-12-21,2024-12-26,2025-01-01,97,53.08,44.94,CUST-0245,PRD-004,Marmara
ORD-10367,Online,WHS-05,2024-10-08,2024-10-08,2024-10-15,2024-10-28,329,92.28,62.36,CUST-0103,PRD-001,İç Anadolu
ORD-10368,Online,WHS-01,2025-06-12,2025-06-14,2025-06-15,2025-06-26,391,68.37,47.05,CUST-0282,PRD-004,Ege
ORD-10369,Online,WHS-06,2024-03-13,2024-03-13,2024-03-18,2024-03-27,340,24.06,20.26,CUST-0118,PRD-001,Akdeniz
ORD-10370,Wholesale,WHS-06,2024-12-04,2024-12-06,2024-12-08,2024-12-17,433,46.58,41.33,CUST-0030,PRD-001,Marmara
ORD-10371,Retail,WHS-03,2025-07-13,2025-07-14,2025-07-20,2025-07-26,189,95.31,60.73,CUST-0116,PRD-001,Akdeniz
ORD-10372,Online,WHS-05,2024-11-28,2024-12-02,2024-12-08,2024-12-12,225,60.55,46.93,CUST-0003,PRD-002,Ege
